-4.000000000000000000e+03,4.626515299031143336e+00,4.200122715805293616e+00
-3.000000000000000000e+03,3.798041198076361091e+00,3.327349813071656559e+00
-2.000000000000000000e+03,3.119436550321947443e+00,2.548928520188114000e+00
-1.500000000000000000e+03,2.863809644322070191e+00,2.221221577132400427e+00
-1.000000000000000000e+03,2.684583248899806485e+00,1.959477188242017887e+00
-5.000000000000000000e+02,2.593652110453539716e+00,1.789592012170037272e+00
-2.500000000000000000e+02,2.583887982250250737e+00,1.747912336613045570e+00
0.000000000000000000e+00,2.599140216924647806e+00,1.737038317301621282e+00
2.500000000000000000e+02,2.637789815018953377e+00,1.758244583276033168e+00
5.000000000000000000e+02,2.698886689537184580e+00,1.809296775673780333e+00
1.000000000000000000e+03,2.881162456673336703e+00,1.991122109749045022e+00
1.500000000000000000e+03,3.133045810907769013e+00,2.254531859243663394e+00
2.000000000000000000e+03,3.439236375270214197e+00,2.574321861924026233e+00
3.000000000000000000e+03,4.174978672559239712e+00,3.314488944351773103e+00
4.000000000000000000e+03,5.032530948607124799e+00,4.129561087292731081e+00
